"","treatment","cash","accts_amt","stroop_time","income_less20k","log_cash","log_accts_amt","log_stroop_time"
"905","After Payday",15,72000,7.74554735422134,0,2.70805020110221,11.1844213979982,2.04711814331763
"906","Before Payday",20,2000,7.45133905609449,0,2.99573227355399,7.60090245954208,2.00839375531342
"907","Before Payday",20,0,7.54124183456103,0,2.99573227355399,0,2.02038686800229
"908","Before Payday",145,NA,7.49355792999268,0,4.97673374242057,NA,2.014043708772
"909","Before Payday",600,20000,7.7784982919693,0,6.39692965521615,9.90348755253613,2.05136329796146
"910","After Payday",20,5,7.18667408823967,0,2.99573227355399,1.6094379124341,1.97222849005856
"911","Before Payday",NA,NA,7.57785897453626,0,NA,NA,2.02523070257055
"912","After Payday",1,600,7.41305589675903,0,0,6.39692965521615,2.00324275601564
"913","After Payday",NA,NA,7.69338406125704,0,NA,NA,2.04036074670097
"914","Before Payday",30,3000,7.20698786775271,1,3.40119738166216,8.00636756765025,1.97505109254318
"915","After Payday",10,1075,7.59057380755742,1,2.30258509299405,6.98007594056176,2.02690718901867
"916","Before Payday",40,2500,7.87946914633115,0,3.68887945411394,7.82404601085629,2.06426053438366
"917","Before Payday",20,1000,7.77294592062632,1,2.99573227355399,6.90775527898214,2.05064923288776
"918","Before Payday",0,NA,7.4314299027125,1,0,NA,2.00571829010757
"919","After Payday",95,1000,7.34870793422063,1,4.55387689160054,6.90775527898214,1.99452450650915
"920","After Payday",55,550,7.56633997956912,1,4.00733318523247,6.30991827822652,2.02370946038092
"921","After Payday",NA,NA,7.32971968253454,1,NA,NA,1.99193727267542
"922","Before Payday",10,3,7.64894644419352,1,2.30258509299405,1.09861228866811,2.03456791864095
"923","Before Payday",70,NA,7.54687077800433,1,4.24849524204936,NA,2.02113301085646
"924","Before Payday",30,1200,7.60625177621841,0,3.40119738166216,7.09007683577609,2.02897051127458
"925","Before Payday",50,70,7.81772797306379,1,3.91202300542815,4.24849524204936,2.05639397181322
"926","After Payday",15,4000,7.69130649169286,0,2.70805020110221,8.29404964010203,2.04009066397559
"927","Before Payday",80,50000,7.31462546189626,0,4.38202663467388,10.8197782844103,1.98987583178002
"928","After Payday",48,NA,7.83117339015007,1,3.87120101090789,NA,2.0581123570318
"929","Before Payday",357,75000,7.66889080405235,1,5.87773578177964,11.2252433925184,2.03717199006515
"930","After Payday",51,NA,6.82913785179456,1,3.93182563272433,NA,1.92119843600959
"931","Before Payday",68,23000,7.56122896075249,0,4.21950770517611,10.0432494949113,2.02303373792594
"932","Before Payday",10,90,7.82049750288328,1,2.30258509299405,4.49980967033027,2.05674817182814
"933","After Payday",0,50,7.95791643857956,1,0,3.91202300542815,2.07416721164546
"934","After Payday",150,NA,7.20064536730448,1,5.01063529409626,NA,1.97417065635294
"935","After Payday",10,300,7.51004409790039,0,2.30258509299405,5.7037824746562,2.01624133764967
"936","Before Payday",NA,NA,7.55203715960185,0,NA,NA,2.02181734932922
"937","Before Payday",30,70000,7.38274557391802,0,3.40119738166216,11.1562505210315,1.99914559841294
"938","After Payday",3,410,7.50863552093506,0,1.09861228866811,6.01615715969835,2.01605376097779
"939","After Payday",20,1000,7.83683556318283,1,2.99573227355399,6.90775527898214,2.05883512573791
"940","After Payday",6000,2000,7.50286272168159,0,8.69951474821019,7.60090245954208,2.015284643939
"941","After Payday",50,400,7.57896038889885,0,3.91202300542815,5.99146454710798,2.02537603838779
"942","After Payday",44,3750,7.70784547924995,1,3.78418963391826,8.22951111896446,2.04223870354915
"943","After Payday",500,30000,7.55262531836828,0,6.21460809842219,10.3089526606443,2.02189522710604
"944","After Payday",250,50,7.68845363457998,0,5.52146091786225,3.91202300542815,2.03971967546573
"945","After Payday",283,686,7.53073951601982,1,5.64544689764324,6.53087762772588,2.01899324628837
"946","After Payday",10,160,7.36419517795245,0,2.30258509299405,5.07517381523383,1.9966297673586
"947","After Payday",25,841,7.72244296471278,1,3.2188758248682,6.73459165997295,2.04413076018446
"948","Before Payday",20,400,7.69573666652044,0,2.99573227355399,5.99146454710798,2.04066649584978
"949","Before Payday",0,900,7.56669590870539,0,0,6.80239476332431,2.0237565003984
"950","Before Payday",18,0,7.52602465947469,0,2.89037175789616,0,2.01836696873706
"951","After Payday",40,12000,7.43213178714116,0,3.68887945411394,9.39266192877014,2.00581273374683
"952","After Payday",3,6,7.5336441497008,1,1.09861228866811,1.79175946922805,2.01937887556885
"953","After Payday",NA,NA,8.01828492681185,1,NA,NA,2.08172454948465
"954","Before Payday",75,27000,7.62789573272069,0,4.31748811353631,10.2035921449865,2.03181201862544
"955","Before Payday",0,NA,7.75601975123088,0,0,NA,2.04846928395154
"956","Before Payday",200,65000,7.78402322530746,1,5.29831736654804,11.0821425488778,2.05207332860323
"957","Before Payday",10,27,7.98196220397949,1,2.30258509299405,3.29583686600433,2.07718427145867
"958","After Payday",NA,NA,7.75859603285789,1,NA,NA,2.04880139422569
"959","Before Payday",200,10,7.47147679328918,0,5.29831736654804,2.30258509299405,2.01109267616346
"960","Before Payday",20,15,7.40235433975856,1,2.99573227355399,2.70805020110221,2.00179810363129
"961","After Payday",NA,NA,8.03599097331365,1,NA,NA,2.08393032367103
"962","After Payday",2,0,7.61380620797475,0,0.693147180559945,0,2.02996320557109
"963","Before Payday",11,95,7.88321816921234,1,2.39789527279837,4.55387689160054,2.06473621760655
"964","After Payday",300,2000,7.70155683159828,1,5.7037824746562,7.60090245954208,2.04142249434467
"965","After Payday",50,25,6.7473006149133,0,3.91202300542815,3.2188758248682,1.90914251599782
"966","Before Payday",12,1000,7.87915879487991,1,2.484906649788,6.90775527898214,2.0642211462526
"967","Before Payday",44,7500,7.68123718102773,0,3.78418963391826,8.9226582995244,2.03878062546543
"968","Before Payday",0,NA,7.5683010617892,1,0,NA,2.02396861185015
"969","After Payday",33,2500,7.41029706597328,1,3.49650756146648,7.82404601085629,2.00287052837935
"970","After Payday",6,NA,7.35246670246124,0,1.79175946922805,NA,1.99503586269876
"971","After Payday",NA,NA,7.46627368529638,1,NA,NA,2.01039603737428
"972","Before Payday",50,2000,7.49072297414144,1,3.91202300542815,7.60090245954208,2.01366531812339
"973","After Payday",1000,0,7.43608204523722,0,6.90775527898214,0,2.00634410331598
"974","Before Payday",10,1000,7.63242852687836,0,2.30258509299405,6.90775527898214,2.0324060812697
"975","Before Payday",45,22,7.28856534759204,0,3.80666248977032,3.09104245335832,1.98630672934096
"976","Before Payday",120,242,7.32657160361608,0,4.78749174278205,5.48893772615669,1.99150768528453
"977","Before Payday",30,250,7.41506503025691,0,3.40119738166216,5.52146091786225,2.00351374564677
"978","Before Payday",25,250,7.62482644120852,0,3.2188758248682,5.52146091786225,2.0314095604257
"979","After Payday",20,600,7.51635704437892,1,2.99573227355399,6.39692965521615,2.01708158499701
"980","Before Payday",20,2000,7.36534688870112,0,2.99573227355399,7.60090245954208,1.99678614842542
"981","Before Payday",0,3,7.5203286310037,1,0,1.09861228866811,2.01760983793823
"982","After Payday",80,5000,7.12763153513273,0,4.38202663467388,8.51719319141624,1.96397899623037
"983","Before Payday",40,3,7.57697500785192,1,3.68887945411394,1.09861228866811,2.02511404452119
"984","Before Payday",0,10,7.68759981791178,1,0,2.30258509299405,2.03960861749215
"985","Before Payday",100,NA,7.57099634408951,1,4.60517018598809,NA,2.02432467623762
"986","After Payday",5,NA,7.32678088545799,1,1.6094379124341,NA,1.99153624964782
"987","After Payday",5,200,7.56894628206889,1,1.6094379124341,5.29831736654804,2.02405386120433
"988","After Payday",5,1000,7.61212978760401,0,1.6094379124341,6.90775527898214,2.02974299968319
"989","After Payday",500,2000,7.49990399678548,0,6.21460809842219,7.60090245954208,2.01489022003174
"990","After Payday",6,4000,7.47050308187803,0,1.79175946922805,8.29404964010203,2.01096234384864
"991","After Payday",0,100,7.21496279040972,1,0,4.60517018598809,1.97615703495817
"992","After Payday",2114,6500,7.29942121108373,0,7.65633716643018,8.77955745588373,1.98779505885812
"993","Before Payday",84,48000,7.37710565328598,0,4.43081679884331,10.77895628989,1.99838137378496
"994","Before Payday",100,5000,7.5298527777195,0,4.60517018598809,8.51719319141624,2.018875490189
"995","After Payday",100,2200,7.2949314614137,0,4.60517018598809,7.69621263934641,1.98717978664805
"996","After Payday",83,2200,8.51719284057617,0,4.4188406077966,7.69621263934641,2.14208680774554
"997","Before Payday",0,100,7.49443580706914,0,0,4.60517018598809,2.01416085281313
"998","Before Payday",NA,NA,7.67443153262138,0,NA,NA,2.03789422331924
"999","Before Payday",80,50000,7.59822278221448,0,4.38202663467388,10.8197782844103,2.02791437550095
"1000","Before Payday",5,1000,7.49840336044629,1,1.6094379124341,6.90775527898214,2.01469011260515
"1001","After Payday",500,2000,7.15279492735863,1,6.21460809842219,7.60090245954208,1.96750317925611
"1002","Before Payday",0,2000,7.65570139884949,0,0,7.60090245954208,2.03545065114991
"1003","Before Payday",354,34,7.77472211917241,1,5.86929691313377,3.52636052461616,2.05087771712723
"1004","Before Payday",NA,NA,7.54737004637718,0,NA,NA,2.02119916434889
"1005","Before Payday",40,2000,7.19572582840919,1,3.68887945411394,7.60090245954208,1.97348721480785
"1006","Before Payday",300,1800,7.52727291981379,0,5.7037824746562,7.49554194388426,2.01853281417197
"1007","Before Payday",20,100,7.57662839690844,1,2.99573227355399,4.60517018598809,2.02506829818162
"1008","Before Payday",2,1000,7.83302634954453,0,0.693147180559945,6.90775527898214,2.05834894229423
"1009","Before Payday",0,0,7.73198275764783,1,0,0,2.04536533134461
"1010","Before Payday",200,3500,7.56438660621643,0,5.29831736654804,8.1605182474775,2.02345126083545
"1011","Before Payday",60,500,7.6970100303491,0,4.0943445622221,6.21460809842219,2.04083194570179
"1012","After Payday",90,1000,7.69709463914235,0,4.49980967033027,6.90775527898214,2.04084293806479
"1013","Before Payday",0,NA,7.71157751480738,1,0,NA,2.04272277297662
"1014","Before Payday",NA,NA,7.50572549303373,1,NA,NA,2.01566612837257
"1015","Before Payday",1000,14000,7.47553088267644,1,6.90775527898214,9.5468126085974,2.01163513784871
"1016","After Payday",155,10200,7.9361690779527,0,5.04342511691925,9.23014299927236,2.07143067494119
"1017","Before Payday",75,18000,7.48816621303558,0,4.31748811353631,9.7981270368783,2.01332393618262
"1018","Before Payday",1000,60000,7.65948452055454,1,6.90775527898214,11.0020998412042,2.03594468652132
"1019","Before Payday",0,100,7.73644516865412,1,0,4.60517018598809,2.04594230156438
"1020","Before Payday",20,300,7.37276337544123,0,2.99573227355399,5.7037824746562,1.99779258510328
"1021","Before Payday",NA,NA,7.38739078243573,1,NA,NA,1.99977459851948
"1022","Before Payday",50,3000,7.50988894701004,0,3.91202300542815,8.00636756765025,2.01622067831785
"1023","Before Payday",0,50,7.5660033027331,1,0,3.91202300542815,2.02366496273375
"1024","Before Payday",20,1500,7.34724463025729,0,2.99573227355399,7.3132203870903,1.99432536270248
"1025","Before Payday",17,900,7.65883022546768,0,2.83321334405622,6.80239476332431,2.03585926001089
"1026","Before Payday",200,2000,7.54416646560033,1,5.29831736654804,7.60090245954208,2.02077461104745
"1027","After Payday",20,28000,7.63378877441088,0,2.99573227355399,10.2399597891573,2.0325842848822
"1028","Before Payday",15,167,7.71535403529803,0,2.70805020110221,5.11799381241676,2.0432123739778
"1029","Before Payday",35,3,7.58813179532687,1,3.55534806148941,1.09861228866811,2.02658542083691
"1030","After Payday",20,100,7.57422222693761,1,2.99573227355399,4.60517018598809,2.02475066981199
"1031","Before Payday",5,250,7.89596517880758,1,1.6094379124341,5.52146091786225,2.06635189214268
"1032","Before Payday",370,370,7.49858660499255,0,5.91350300563827,5.91350300563827,2.01471455011517
"1033","Before Payday",37,15,7.4472218255202,1,3.61091791264422,2.70805020110221,2.00784105351735
"1034","After Payday",30,1600,7.75503997008006,1,3.40119738166216,7.37775890822787,2.04834295071968
"1035","After Payday",100,5000,7.37381332119306,1,4.60517018598809,8.51719319141624,1.99793498367825
"1036","Before Payday",6,12,7.76157119870186,1,1.79175946922805,2.484906649788,2.04918478775954
"1037","After Payday",100,0,7.3119221329689,0,4.60517018598809,0,1.98950618488411
"1038","Before Payday",50,0,7.95927040775617,0,3.91202300542815,0,2.07433733833844
"1039","Before Payday",25,4000,7.3580467402935,0,3.2188758248682,8.29404964010203,1.99579450897193
"1040","Before Payday",100,5000,7.86884041627248,0,4.60517018598809,8.51719319141624,2.06291070929542
"1041","Before Payday",10,16,7.11500392357508,0,2.30258509299405,2.77258872223978,1.96220578299283
"1042","Before Payday",0,56,7.56244806448619,1,0,4.02535169073515,2.02319495582742
"1043","After Payday",500,400,7.791530529658,1,6.21460809842219,5.99146454710798,2.05303731422455
"1044","Before Payday",20,50,7.72497115532557,1,2.99573227355399,3.91202300542815,2.0444580888384
"1045","After Payday",18,14,7.60901154081027,0,2.89037175789616,2.63905732961526,2.02933327392477
"1046","After Payday",50,800,7.67325834433238,1,3.91202300542815,6.68461172766793,2.03774134190182
"1047","Before Payday",26,100,7.49356253941854,0,3.25809653802148,4.60517018598809,2.01404432389027
"1048","Before Payday",10,3927,7.79516456524531,1,2.30258509299405,8.27563105457801,2.05350361392837
"1049","Before Payday",NA,NA,7.50647328297297,1,NA,NA,2.01576575267825
"1050","After Payday",NA,NA,7.66716555754344,0,NA,NA,2.03694699786696
"1051","After Payday",NA,NA,7.83711714545886,0,NA,NA,2.05887105570162
"1052","Before Payday",NA,NA,7.77753956119219,0,NA,NA,2.05124003639738
"1053","After Payday",300,4000,7.9308328529199,0,5.7037824746562,8.29404964010203,2.07075805572085
"1054","Before Payday",60,50,7.60041517019272,0,4.0943445622221,3.91202300542815,2.02820287345719
"1055","Before Payday",60,800,7.70893195271492,0,4.0943445622221,6.68461172766793,2.04237965044568
"1056","After Payday",260,3000,7.41590933005015,1,5.56068163101553,8.00636756765025,2.00362760192805
"1057","Before Payday",10,135,7.56265459458033,0,2.30258509299405,4.90527477843843,2.02322226540658
"1058","After Payday",40,1600,7.33244579037031,0,3.68887945411394,7.37775890822787,1.99230912877979
"1059","After Payday",NA,NA,7.44765292604764,0,NA,NA,2.00789893927131
"1060","Before Payday",0,1,7.61065256843964,1,0,0,2.02954891963468
"1061","After Payday",500,6000,7.53463089466095,0,6.21460809842219,8.69951474821019,2.01950984543218
"1062","After Payday",100,3000,7.37549731135368,0,4.60517018598809,8.00636756765025,1.9981633320004
"1063","Before Payday",8,8,7.36226707696915,1,2.07944154167984,2.07944154167984,1.99636791207239
"1064","After Payday",50,NA,7.54673272371292,0,3.91202300542815,NA,2.02111471777074
"1065","After Payday",150,700,7.62730939189593,1,5.01063529409626,6.5510803350434,2.03173514770561
"1066","After Payday",2500,20000,7.65957753856977,1,7.82404601085629,9.90348755253613,2.03595683060885
"1067","After Payday",17,1800,7.79874434073766,0,2.83321334405622,7.49554194388426,2.05396273877985
"1068","After Payday",NA,NA,8.3474850824901,1,NA,NA,2.1219603057709
"1069","After Payday",NA,NA,7.47896238168081,1,NA,NA,2.01209406333738
"1070","Before Payday",0,130,7.17574392755826,0,0,4.86753445045558,1.97070643955433
"1071","Before Payday",0,75,7.38732560475667,0,0,4.31748811353631,1.99976577565244
"1072","After Payday",20,20,7.53641341129939,0,2.99573227355399,2.99573227355399,2.01974639395669
"1073","Before Payday",100,NA,7.5081185400486,0,4.60517018598809,NA,2.01598490709837
"1074","Before Payday",0,10,7.3301677107811,1,0,2.30258509299405,1.99199839568881
"1075","Before Payday",2,0,7.88327605525653,1,0.693147180559945,0,2.06474356052545
"1076","Before Payday",40,1200,7.54233910640081,0,3.68887945411394,7.09007683577609,2.02053236022274
"1077","Before Payday",600,50000,7.71900205810865,0,6.39692965521615,10.8197782844103,2.0436850885966
"1078","Before Payday",50,31000,7.3081250389417,1,3.91202300542815,10.3417424834673,1.98898674824099
"1079","Before Payday",NA,NA,7.83305110534032,1,NA,NA,2.05835210272745
"1080","Before Payday",25,3000,7.43626444538434,1,3.2188758248682,8.00636756765025,2.00636863208112
"1081","Before Payday",200,15000,7.4495692551136,0,5.29831736654804,9.61580548008435,2.00815621261438
"1082","Before Payday",25,3000,7.4193647702535,1,3.2188758248682,8.00636756765025,2.00409344303654
