"","year","unitid","sex","ftpt","number_applied","number_admitted","number_enrolled","student_faculty_ratio","institution_level","subcohort","class_level","fed_aid_type","adj_cohort","completers_150pct","completion_rate_150pct","pell_adj_cohort","pell_6yr","total_adj_cohort","total_6yr"
"3605",2015,219213,"Total","Full-time",NA,NA,NA,13,"Four or more years","Total","First-time","Total",37,6,0,33,5,37,6
"3606",2015,219240,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3607",2015,219259,"Total","Full-time",NA,NA,288,18,"Four or more years","Total","First-time","Total",380,175,0,175,59,380,175
"3608",2015,219277,"Total","Full-time",NA,NA,NA,9,"Four or more years","Total","First-time","Total",215,26,0,170,14,215,26
"3609",2015,219295,"Total","Full-time",NA,NA,108,10,"Four or more years","Total","First-time","Total",52,21,0,28,9,52,21
"3610",2015,219338,"Total","Full-time",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3611",2015,219347,"Total","Full-time",NA,NA,462,15,"Four or more years","Total","First-time","Total",429,205,0,126,53,429,205
"3612",2015,219356,"Total","Full-time",NA,NA,2132,17,"Four or more years","Total","First-time","Total",2157,1144,0,767,351,2157,1144
"3613",2015,219374,"Total","Full-time",NA,NA,NA,12,"Four or more years","Total","First-time","Total",124,15,0,108,9,124,15
"3614",2015,219383,"Total","Full-time",NA,NA,274,14,"Four or more years","Total","First-time","Total",197,104,0,62,29,197,104
"3615",2015,219392,"Total","Full-time",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3616",2015,219408,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",50,2,0,50,2,50,2
"3617",2015,219426,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",465,207,0,246,103,465,207
"3618",2015,219453,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",65,47,0,45,32,65,47
"3619",2015,219471,"Total","Full-time",NA,NA,1199,17,"Four or more years","Total","First-time","Total",1034,568,0,343,166,1034,568
"3620",2015,219480,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",226,86,0,144,32,226,86
"3621",2015,219505,"Total","Full-time",NA,NA,NA,11,"Four or more years","Total","First-time","Total",14,3,0,3,3,14,3
"3622",2015,219578,"Total","Full-time",NA,NA,29,8,"Four or more years","Total","First-time","Total",19,4,0,10,1,19,4
"3623",2015,219587,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",55,37,0,40,34,55,37
"3624",2015,219596,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",126,105,0,90,90,126,105
"3625",2015,219602,"Total","Full-time",NA,NA,1280,18,"Four or more years","Total","First-time","Total",1478,564,0,806,245,1478,564
"3626",2015,219639,"Total","Full-time",NA,NA,59,10,"Four or more years","Total","First-time","Total",53,38,0,21,18,53,38
"3627",2015,219709,"Total","Full-time",NA,NA,504,14,"Four or more years","Total","First-time","Total",1013,708,0,174,103,1013,708
"3628",2015,219718,"Total","Full-time",NA,NA,569,17,"Four or more years","Total","First-time","Total",377,133,0,274,93,377,133
"3629",2015,219790,"Total","Full-time",NA,NA,168,14,"Four or more years","Total","First-time","Total",232,134,0,102,63,232,134
"3630",2015,219806,"Total","Full-time",NA,NA,497,13,"Four or more years","Total","First-time","Total",429,212,0,187,78,429,212
"3631",2015,219824,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",1156,149,0,761,80,1156,149
"3632",2015,219833,"Total","Full-time",NA,NA,311,11,"Four or more years","Total","First-time","Total",287,147,0,153,68,287,147
"3633",2015,219842,"Total","Full-time",NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3634",2015,219879,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",669,145,0,452,91,669,145
"3635",2015,219888,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",748,179,0,566,25,748,179
"3636",2015,219903,"Total","Full-time",NA,NA,300,28,"Less than four years","Total","First-time","Total",1232,827,0,1059,690,1232,827
"3637",2015,219921,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",78,43,0,49,43,78,43
"3638",2015,219949,"Total","Full-time",NA,NA,200,16,"Four or more years","Total","First-time","Total",163,89,0,69,35,163,89
"3639",2015,219976,"Total","Full-time",NA,NA,662,12,"Four or more years","Total","First-time","Total",666,383,0,227,97,666,383
"3640",2015,219994,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",216,166,0,155,111,216,166
"3641",2015,220002,"Total","Full-time",NA,NA,NA,10,"Four or more years","Total","First-time","Total",112,31,0,107,27,112,31
"3642",2015,220057,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",407,71,0,299,46,407,71
"3643",2015,220075,"Total","Full-time",NA,NA,1976,17,"Four or more years","Total","First-time","Total",2052,815,0,1005,306,2052,815
"3644",2015,220118,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",28,18,0,9,9,28,18
"3645",2015,220127,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",653,587,0,573,573,653,587
"3646",2015,220136,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3647",2015,220163,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",17,14,0,17,14,17,14
"3648",2015,220181,"Total","Full-time",NA,NA,208,13,"Four or more years","Total","First-time","Total",163,52,0,115,52,163,52
"3649",2015,220206,"Total","Full-time",NA,NA,NA,8,"Four or more years","Total","First-time","Total",44,18,0,12,1,44,18
"3650",2015,220215,"Total","Full-time",NA,NA,292,13,"Four or more years","Total","First-time","Total",370,212,0,153,70,370,212
"3651",2015,220251,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",161,125,0,152,116,161,125
"3652",2015,220279,"Total","Full-time",NA,NA,NA,26,"Less than four years","Total","First-time","Total",210,146,0,146,146,210,146
"3653",2015,220312,"Total","Full-time",NA,NA,88,12,"Four or more years","Total","First-time","Total",50,11,0,27,7,50,11
"3654",2015,220321,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",182,148,0,127,127,182,148
"3655",2015,220394,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",99,77,0,77,55,99,77
"3656",2015,220400,"Total","Full-time",NA,NA,NA,21,"Less than four years","Total","First-time","Total",725,75,0,549,52,725,75
"3657",2015,220464,"Total","Full-time",NA,NA,32,15,"Less than four years","Total","First-time","Total",21,8,0,1,1,21,8
"3658",2015,220473,"Total","Full-time",NA,NA,167,14,"Four or more years","Total","First-time","Total",157,88,0,90,50,157,88
"3659",2015,220491,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",12,9,0,6,4,12,9
"3660",2015,220516,"Total","Full-time",NA,NA,142,16,"Four or more years","Total","First-time","Total",227,102,0,103,33,227,102
"3661",2015,220552,"Total","Full-time",NA,NA,NA,13,"Four or more years","Total","First-time","Total",307,109,0,278,98,307,109
"3662",2015,220570,"Total","Full-time",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3663",2015,220598,"Total","Full-time",NA,NA,444,19,"Four or more years","Total","First-time","Total",696,136,0,645,115,696,136
"3664",2015,220604,"Total","Full-time",NA,NA,179,12,"Four or more years","Total","First-time","Total",186,26,0,164,22,186,26
"3665",2015,220613,"Total","Full-time",NA,NA,826,17,"Four or more years","Total","First-time","Total",851,427,0,414,198,851,427
"3666",2015,220631,"Total","Full-time",NA,NA,257,13,"Four or more years","Total","First-time","Total",352,225,0,189,113,352,225
"3667",2015,220640,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",178,136,0,147,105,178,136
"3668",2015,220701,"Total","Full-time",NA,NA,NA,17,"Four or more years","Total","First-time","Total",216,92,0,153,74,216,92
"3669",2015,220710,"Total","Full-time",NA,NA,338,13,"Four or more years","Total","First-time","Total",277,151,0,128,57,277,151
"3670",2015,220756,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",98,81,0,91,75,98,81
"3671",2015,220765,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",445,284,0,400,239,445,284
"3672",2015,220792,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3673",2015,220808,"Total","Full-time",NA,NA,NA,10,"Four or more years","Total","First-time","Total",75,43,0,42,17,75,43
"3674",2015,220853,"Total","Full-time",NA,NA,NA,21,"Less than four years","Total","First-time","Total",572,401,0,299,171,572,401
"3675",2015,220862,"Total","Full-time",NA,NA,2049,14,"Four or more years","Total","First-time","Total",2388,999,0,1307,529,2388,999
"3676",2015,220871,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3677",2015,220978,"Total","Full-time",NA,NA,2793,18,"Four or more years","Total","First-time","Total",3793,1614,0,1808,729,3793,1614
"3678",2015,220996,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3679",2015,221014,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3680",2015,221050,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",265,209,0,217,184,265,209
"3681",2015,221096,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",852,246,0,472,127,852,246
"3682",2015,221102,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",469,403,0,168,131,469,403
"3683",2015,221148,"Total","Full-time",NA,NA,NA,27,"Less than four years","Total","First-time","Total",984,613,0,739,436,984,613
"3684",2015,221157,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",149,102,0,135,91,149,102
"3685",2015,221184,"Total","Full-time",NA,NA,NA,19,"Less than four years","Total","First-time","Total",844,127,0,667,73,844,127
"3686",2015,221236,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",203,164,0,154,125,203,164
"3687",2015,221254,"Total","Full-time",NA,NA,33,8,"Four or more years","Total","First-time","Total",28,11,0,19,7,28,11
"3688",2015,221281,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",175,136,0,161,136,175,136
"3689",2015,221290,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690",2015,221333,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",105,72,0,68,68,105,72
"3691",2015,221351,"Total","Full-time",NA,NA,562,10,"Four or more years","Total","First-time","Total",500,396,0,80,55,500,396
"3692",2015,221388,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",80,60,0,61,60,80,60
"3693",2015,221397,"Total","Full-time",NA,NA,1275,16,"Less than four years","Total","First-time","Total",814,202,0,495,109,814,202
"3694",2015,221430,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",197,163,0,173,160,197,163
"3695",2015,221485,"Total","Full-time",NA,NA,2108,21,"Less than four years","Total","First-time","Total",1366,132,0,994,77,1366,132
"3696",2015,221494,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",255,146,0,101,101,255,146
"3697",2015,221519,"Total","Full-time",NA,NA,469,10,"Four or more years","Total","First-time","Total",401,328,0,66,50,401,328
"3698",2015,221582,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",97,67,0,94,66,97,67
"3699",2015,221591,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",151,109,0,151,109,151,109
"3700",2015,221607,"Total","Full-time",NA,NA,NA,21,"Less than four years","Total","First-time","Total",82,66,0,64,54,82,66
"3701",2015,221616,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",419,322,0,328,231,419,322
"3702",2015,221625,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",394,310,0,259,224,394,310
"3703",2015,221634,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",109,68,0,99,61,109,68
"3704",2015,221643,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",1767,334,0,987,165,1767,334
"3705",2015,221661,"Total","Full-time",NA,NA,NA,15,"Four or more years","Total","First-time","Total",613,373,0,279,130,613,373
"3706",2015,221670,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3707",2015,221731,"Total","Full-time",NA,NA,211,12,"Four or more years","Total","First-time","Total",218,100,0,112,39,218,100
"3708",2015,221740,"Total","Full-time",NA,NA,1853,20,"Four or more years","Total","First-time","Total",1941,859,0,683,265,1941,859
"3709",2015,221759,"Total","Full-time",NA,NA,4700,17,"Four or more years","Total","First-time","Total",4199,2890,0,1212,696,4199,2890
"3710",2015,221768,"Total","Full-time",NA,NA,1010,16,"Four or more years","Total","First-time","Total",1271,636,0,636,271,1271,636
"3711",2015,221795,"Total","Full-time",NA,NA,NA,10,"Four or more years","Total","First-time","Total",91,84,0,66,65,91,84
"3712",2015,221829,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",93,67,0,47,35,93,67
"3713",2015,221838,"Total","Full-time",NA,NA,NA,16,"Four or more years","Total","First-time","Total",1337,458,0,1100,357,1337,458
"3714",2015,221847,"Total","Full-time",NA,NA,1577,19,"Four or more years","Total","First-time","Total",1898,970,0,779,301,1898,970
"3715",2015,221856,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3716",2015,221892,"Total","Full-time",NA,NA,354,17,"Four or more years","Total","First-time","Total",234,114,0,115,48,234,114
"3717",2015,221908,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",855,188,0,615,117,855,188
"3718",2015,221953,"Total","Full-time",NA,NA,283,17,"Four or more years","Total","First-time","Total",365,150,0,260,104,365,150
"3719",2015,221971,"Total","Full-time",NA,NA,341,10,"Four or more years","Total","First-time","Total",469,321,0,168,94,469,321
"3720",2015,221980,"Total","Full-time",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3721",2015,221999,"Total","Full-time",NA,NA,1607,8,"Four or more years","Total","First-time","Total",1598,1477,0,207,184,1598,1477
"3722",2015,222026,"Total","Full-time",NA,NA,NA,6,"Less than four years","Total","First-time","Total",14,3,0,12,3,14,3
"3723",2015,222053,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",1141,276,0,611,119,1141,276
"3724",2015,222062,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",1195,311,0,760,193,1195,311
"3725",2015,222099,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",52,26,0,51,26,52,26
"3726",2015,222105,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",30,15,0,23,15,30,15
"3727",2015,222178,"Total","Full-time",NA,NA,1069,15,"Four or more years","Total","First-time","Total",977,609,0,235,118,977,609
"3728",2015,222497,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3729",2015,222567,"Total","Full-time",NA,NA,NA,14,"Less than four years","Total","First-time","Total",327,76,0,95,20,327,76
"3730",2015,222576,"Total","Full-time",NA,NA,NA,19,"Less than four years","Total","First-time","Total",837,190,0,526,182,837,190
"3731",2015,222628,"Total","Full-time",NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3732",2015,222822,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",774,89,0,507,49,774,89
"3733",2015,222831,"Total","Full-time",NA,NA,1331,19,"Four or more years","Total","First-time","Total",1444,516,0,709,199,1444,516
"3734",2015,222877,"Total","Full-time",NA,NA,NA,12,"Four or more years","Total","First-time","Total",50,10,0,27,5,50,10
"3735",2015,222886,"Total","Full-time",NA,NA,NA,14,"Less than four years","Total","First-time","Total",206,166,0,144,120,206,166
"3736",2015,222938,"Total","Full-time",NA,NA,NA,18,"Four or more years","Total","First-time","Total",249,86,0,155,52,249,86
"3737",2015,222983,"Total","Full-time",NA,NA,355,13,"Four or more years","Total","First-time","Total",318,232,0,98,61,318,232
"3738",2015,222992,"Total","Full-time",NA,NA,NA,21,"Less than four years","Total","First-time","Total",2396,220,0,845,68,2396,220
"3739",2015,223001,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3740",2015,223056,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",96,70,0,52,33,96,70
"3741",2015,223083,"Total","Full-time",NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3742",2015,223117,"Total","Full-time",NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3743",2015,223223,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3744",2015,223232,"Total","Full-time",NA,NA,3393,15,"Four or more years","Total","First-time","Total",3254,2409,0,786,493,3254,2409
"3745",2015,223320,"Total","Full-time",NA,NA,NA,26,"Less than four years","Total","First-time","Total",466,118,0,294,71,466,118
"3746",2015,223427,"Total","Full-time",NA,NA,NA,29,"Less than four years","Total","First-time","Total",5431,428,0,1729,121,5431,428
"3747",2015,223463,"Total","Full-time",NA,NA,261,24,"Four or more years","Total","First-time","Total",1022,747,0,683,493,1022,747
"3748",2015,223472,"Total","Full-time",NA,NA,59,19,"Less than four years","Total","First-time","Total",22,10,0,17,8,22,10
"3749",2015,223506,"Total","Full-time",NA,NA,NA,16,"Four or more years","Total","First-time","Total",414,87,0,153,37,414,87
"3750",2015,223524,"Total","Full-time",NA,NA,NA,19,"Less than four years","Total","First-time","Total",586,84,0,259,42,586,84
"3751",2015,223773,"Total","Full-time",NA,NA,NA,24,"Less than four years","Total","First-time","Total",399,59,0,270,28,399,59
